G,W,S1,S2,SWS,REM
0.3190475918952287,0.3333333333333333,0.06349206349206349,0.7833182230281052,0.0,0.41509433962264153
0.3815527324532078,0.45129224652087474,0.3477188655980271,0.6200177147918512,0.0,0.48873483535528595
0.4952407418011976,0.7502541511352084,0.09266409266409266,0.7950213924542979,0.35294117647058826,0.48532289628180036
0.4163050559064751,0.5569434239529758,0.1669626998223801,0.8120178643930166,0.2857142857142857,0.2598870056497175
0.5903291727347135,0.5116713352007469,0.12121212121212122,0.6854334226988382,0.7961904761904762,0.837138508371385
0.6841711783080775,0.8816592110614071,0.13793103448275862,0.7597153804050356,0.8461538461538461,0.7953964194373402
