W CM,S1 CM,S2 CM,SWS CM,REM CM
0.8247317322432295,0.3285024154589372,0.7721382289416847,0.8092485549132948,0.5490716180371353
0.5603015075376885,0.14594594594594595,0.4900556881463803,0.0,0.6247030878859857
0.5945525291828794,0.29466553767993225,0.7003367003367004,0.6129032258064516,0.527306967984934
0.5434782608695652,0.23404255319148937,0.51985559566787,0.0,0.6554621848739496
0.46953405017921146,0.2398190045248869,0.5048309178743962,0.16216216216216217,0.4158125915080527
0.7080661491731354,0.10820895522388059,0.5032679738562091,0.04472843450479233,0.5191740412979351
